transport	port	service
udp	3170	serverview-asn
tcp	3171	serverview-gf
udp	3171	serverview-gf
tcp	3172	serverview-rm
udp	3172	serverview-rm
tcp	3173	serverview-icc
udp	3173	serverview-icc
tcp	3174	armi-server
udp	3174	armi-server
tcp	3175	t1-e1-over-ip
udp	3175	t1-e1-over-ip
tcp	3176	ars-master
udp	3176	ars-master
tcp	3177	phonex-port
udp	3177	phonex-port
tcp	3178	radclientport
udp	3178	radclientport
tcp	3179	h2gf-w-2m
udp	3179	h2gf-w-2m
tcp	3180	mc-brk-srv
udp	3180	mc-brk-srv
tcp	3181	bmcpatrolagent
udp	3181	bmcpatrolagent
tcp	3182	bmcpatrolrnvu
udp	3182	bmcpatrolrnvu
tcp	3183	cops-tls
udp	3183	cops-tls
tcp	3184	apogeex-port
udp	3184	apogeex-port
tcp	3185	smpppd
udp	3185	smpppd
tcp	3186	iiw-port
udp	3186	iiw-port
tcp	3187	odi-port
udp	3187	odi-port
tcp	3188	brcm-comm-port
udp	3188	brcm-comm-port
tcp	3189	pcle-infex
udp	3189	pcle-infex
tcp	3190	csvr-proxy
udp	3190	csvr-proxy
tcp	3191	csvr-sslproxy
udp	3191	csvr-sslproxy
tcp	3192	firemonrcc
udp	3192	firemonrcc
tcp	3193	spandataport
udp	3193	spandataport
tcp	3194	magbind
udp	3194	magbind
tcp	3195	ncu-1
udp	3195	ncu-1
tcp	3196	ncu-2
udp	3196	ncu-2
tcp	3197	embrace-dp-s
udp	3197	embrace-dp-s
tcp	3198	embrace-dp-c
udp	3198	embrace-dp-c
tcp	3199	dmod-workspace
udp	3199	dmod-workspace
tcp	3200	tick-port
udp	3200	tick-port
tcp	3201	cpq-tasksmart
udp	3201	cpq-tasksmart
tcp	3202	intraintra
udp	3202	intraintra
tcp	3203	netwatcher-mon
udp	3203	netwatcher-mon
tcp	3204	netwatcher-db
udp	3204	netwatcher-db
tcp	3205	isns
udp	3205	isns
tcp	3206	ironmail
udp	3206	ironmail
tcp	3207	vx-auth-port
udp	3207	vx-auth-port
tcp	3208	pfu-prcallback
udp	3208	pfu-prcallback
tcp	3209	netwkpathengine
udp	3209	netwkpathengine
tcp	3210	flamenco-proxy
udp	3210	flamenco-proxy
tcp	3211	avsecuremgmt
udp	3211	avsecuremgmt
tcp	3212	surveyinst
udp	3212	surveyinst
tcp	3213	neon24x7
udp	3213	neon24x7
tcp	3214	jmq-daemon-1
udp	3214	jmq-daemon-1
tcp	3215	jmq-daemon-2
udp	3215	jmq-daemon-2
tcp	3216	ferrari-foam
udp	3216	ferrari-foam
tcp	3217	unite
udp	3217	unite
tcp	3218	smartpackets
udp	3218	smartpackets
tcp	3219	wms-messenger
udp	3219	wms-messenger
tcp	3220	xnm-ssl
udp	3220	xnm-ssl
tcp	3221	xnm-clear-text
udp	3221	xnm-clear-text
tcp	3222	glbp
udp	3222	glbp
tcp	3223	digivote
udp	3223	digivote
tcp	3224	aes-discovery
udp	3224	aes-discovery
tcp	3225	fcip-port
udp	3225	fcip-port
tcp	3226	isi-irp
udp	3226	isi-irp
tcp	3227	dwnmshttp
udp	3227	dwnmshttp
tcp	3228	dwmsgserver
udp	3228	dwmsgserver
tcp	3229	global-cd-port
udp	3229	global-cd-port
tcp	3230	sftdst-port
udp	3230	sftdst-port
tcp	3231	vidigo
udp	3231	vidigo
tcp	3232	mdtp
udp	3232	mdtp
tcp	3233	whisker
udp	3233	whisker
tcp	3234	alchemy
udp	3234	alchemy
tcp	3235	mdap-port
udp	3235	mdap-port
tcp	3236	apparenet-ts
udp	3236	apparenet-ts
tcp	3237	apparenet-tps
udp	3237	apparenet-tps
tcp	3238	apparenet-as
udp	3238	apparenet-as
tcp	3239	apparenet-ui
udp	3239	apparenet-ui
tcp	3240	triomotion
udp	3240	triomotion
tcp	3241	sysorb
udp	3241	sysorb
tcp	3242	sdp-id-port
udp	3242	sdp-id-port
tcp	3243	timelot
udp	3243	timelot
tcp	3244	onesaf
udp	3244	onesaf
tcp	3245	vieo-fe
udp	3245	vieo-fe
tcp	3246	dvt-system
udp	3246	dvt-system
tcp	3247	dvt-data
udp	3247	dvt-data
tcp	3248	procos-lm
udp	3248	procos-lm
tcp	3249	ssp
udp	3249	ssp
tcp	3250	hicp
udp	3250	hicp
tcp	3251	sysscanner
udp	3251	sysscanner
tcp	3252	dhe
udp	3252	dhe
tcp	3253	pda-data
udp	3253	pda-data
tcp	3254	pda-sys
udp	3254	pda-sys
tcp	3255	semaphore
udp	3255	semaphore
tcp	3256	cpqrpm-agent
udp	3256	cpqrpm-agent
tcp	3257	cpqrpm-server
udp	3257	cpqrpm-server
tcp	3258	ivecon-port
udp	3258	ivecon-port
tcp	3259	epncdp2
udp	3259	epncdp2
tcp	3260	iscsi-target
udp	3260	iscsi-target
tcp	3261	winshadow
udp	3261	winshadow
tcp	3262	necp
udp	3262	necp
tcp	3263	ecolor-imager
udp	3263	ecolor-imager
tcp	3264	ccmail
udp	3264	ccmail
tcp	3265	altav-tunnel
udp	3265	altav-tunnel
tcp	3266	ns-cfg-server
udp	3266	ns-cfg-server
tcp	3267	ibm-dial-out
udp	3267	ibm-dial-out
tcp	3268	msft-gc
udp	3268	msft-gc
tcp	3269	msft-gc-ssl
udp	3269	msft-gc-ssl
tcp	3270	verismart
udp	3270	verismart
tcp	3271	csoft-prev
udp	3271	csoft-prev
tcp	3272	user-manager
udp	3272	user-manager
tcp	3273	sxmp
udp	3273	sxmp
tcp	3274	ordinox-server
udp	3274	ordinox-server
tcp	3275	samd
udp	3275	samd
tcp	3276	maxim-asics
udp	3276	maxim-asics
tcp	3277	awg-proxy
udp	3277	awg-proxy
tcp	3278	lkcmserver
udp	3278	lkcmserver
tcp	3279	admind
udp	3279	admind
tcp	3280	vs-server
udp	3280	vs-server
tcp	3281	sysopt
udp	3281	sysopt
tcp	3282	datusorb
udp	3282	datusorb
tcp	3283	Apple Remote Desktop (Net Assistant)
udp	3283	Apple Remote Desktop (Net Assistant)
tcp	3284	4talk
udp	3284	4talk
tcp	3285	plato
udp	3285	plato
tcp	3286	e-net
udp	3286	e-net
tcp	3287	directvdata
udp	3287	directvdata
tcp	3288	cops
udp	3288	cops
tcp	3289	enpc
udp	3289	enpc
tcp	3290	caps-lm
udp	3290	caps-lm
tcp	3291	sah-lm
udp	3291	sah-lm
tcp	3292	cart-o-rama
udp	3292	cart-o-rama
tcp	3293	fg-fps
udp	3293	fg-fps
tcp	3294	fg-gip
udp	3294	fg-gip
tcp	3295	dyniplookup
udp	3295	dyniplookup
tcp	3296	rib-slm
udp	3296	rib-slm
tcp	3297	cytel-lm
udp	3297	cytel-lm
tcp	3298	deskview
udp	3298	deskview
tcp	3299	pdrncs
udp	3299	pdrncs
tcp	3300	ceph
tcp	3302	mcs-fastmail
udp	3302	mcs-fastmail
tcp	3303	opsession-clnt
udp	3303	opsession-clnt
tcp	3304	opsession-srvr
udp	3304	opsession-srvr
tcp	3305	odette-ftp
udp	3305	odette-ftp
tcp	3306	mysql
udp	3306	mysql
tcp	3307	opsession-prxy
udp	3307	opsession-prxy
tcp	3308	tns-server
udp	3308	tns-server
tcp	3309	tns-adv
udp	3309	tns-adv
tcp	3310	dyna-access
udp	3310	dyna-access
tcp	3311	mcns-tel-ret
udp	3311	mcns-tel-ret
tcp	3312	appman-server
udp	3312	appman-server
tcp	3313	uorb
udp	3313	uorb
tcp	3314	uohost
udp	3314	uohost
tcp	3315	cdid
udp	3315	cdid
tcp	3316	aicc-cmi
udp	3316	aicc-cmi
tcp	3317	vsaiport
udp	3317	vsaiport
tcp	3318	ssrip
udp	3318	ssrip
tcp	3319	sdt-lmd
udp	3319	sdt-lmd
tcp	3320	officelink2000
udp	3320	officelink2000
tcp	3321	vnsstr
udp	3321	vnsstr
tcp	3326	sftu
udp	3326	sftu
tcp	3327	bbars
udp	3327	bbars
tcp	3328	egptlm
udp	3328	egptlm
tcp	3329	hp-device-disc
udp	3329	hp-device-disc
tcp	3330	mcs-calypsoicf
udp	3330	mcs-calypsoicf
tcp	3331	mcs-messaging
udp	3331	mcs-messaging
tcp	3332	mcs-mailsvr
udp	3332	mcs-mailsvr
tcp	3333	dec-notes
udp	3333	dec-notes
tcp	3334	directv-web
udp	3334	directv-web
tcp	3335	directv-soft
udp	3335	directv-soft
tcp	3336	directv-tick
udp	3336	directv-tick
tcp	3337	directv-catlg
udp	3337	directv-catlg
tcp	3338	anet-b
udp	3338	anet-b
tcp	3339	anet-l
udp	3339	anet-l
tcp	3340	anet-m
udp	3340	anet-m
tcp	3341	anet-h
udp	3341	anet-h
tcp	3342	webtie
udp	3342	webtie
tcp	3343	ms-cluster-net
udp	3343	ms-cluster-net
tcp	3344	bnt-manager
udp	3344	bnt-manager
tcp	3345	influence
udp	3345	influence
tcp	3346	trnsprntproxy
udp	3346	trnsprntproxy
tcp	3347	phoenix-rpc
udp	3347	phoenix-rpc
tcp	3348	pangolin-laser
udp	3348	pangolin-laser
tcp	3349	chevinservices
udp	3349	chevinservices
tcp	3350	findviatv
udp	3350	findviatv
tcp	3351	btrieve
udp	3351	btrieve
tcp	3352	ssql
udp	3352	ssql
tcp	3353	fatpipe
udp	3353	fatpipe
tcp	3354	suitjd
udp	3354	suitjd
tcp	3355	ordinox-dbase
udp	3355	ordinox-dbase
tcp	3356	upnotifyps
udp	3356	upnotifyps
tcp	3357	adtech-test
udp	3357	adtech-test
tcp	3358	mpsysrmsvr
udp	3358	mpsysrmsvr
tcp	3359	wg-netforce
udp	3359	wg-netforce
tcp	3360	kv-server
udp	3360	kv-server
tcp	3361	kv-agent
udp	3361	kv-agent
tcp	3362	dj-ilm
udp	3362	dj-ilm
tcp	3363	nati-vi-server
udp	3363	nati-vi-server
tcp	3364	creativeserver
udp	3364	creativeserver
tcp	3365	contentserver
udp	3365	contentserver
tcp	3366	creativepartnr
udp	3366	creativepartnr
tcp	3372	tip2
udp	3372	tip2
tcp	3373	lavenir-lm
udp	3373	lavenir-lm
tcp	3374	cluster-disc
udp	3374	cluster-disc
tcp	3375	vsnm-agent
udp	3375	vsnm-agent
tcp	3376	cdbroker
udp	3376	cdbroker
tcp	3377	cogsys-lm
udp	3377	cogsys-lm
tcp	3378	wsicopy
udp	3378	wsicopy
tcp	3379	socorfs
udp	3379	socorfs
tcp	3380	sns-channels
udp	3380	sns-channels
tcp	3381	geneous
udp	3381	geneous
tcp	3382	fujitsu-neat
udp	3382	fujitsu-neat
tcp	3383	esp-lm
udp	3383	esp-lm
tcp	3384	hp-clic
udp	3384	hp-clic
tcp	3385	qnxnetman
udp	3385	qnxnetman
tcp	3386	gprs-data
udp	3386	gprs-sig
tcp	3387	backroomnet
udp	3387	backroomnet
tcp	3388	cbserver
udp	3388	cbserver
tcp	3389	ms-wbt-server
udp	3389	ms-wbt-server
tcp	3390	dsc
udp	3390	dsc
tcp	3391	savant
udp	3391	savant
tcp	3392	efi-lm
udp	3392	efi-lm
tcp	3393	d2k-tapestry1
udp	3393	d2k-tapestry1
tcp	3394	d2k-tapestry2
udp	3394	d2k-tapestry2
tcp	3395	dyna-lm
udp	3395	dyna-lm
tcp	3396	printer-agent
tcp	3396	printer_agent
udp	3396	printer-agent
udp	3396	printer_agent
tcp	3397	cloanto-lm
udp	3397	cloanto-lm
tcp	3398	mercantile
udp	3398	mercantile
tcp	3399	csms
udp	3399	csms
tcp	3400	csms2
udp	3400	csms2
tcp	3401	filecast
udp	3401	filecast
tcp	3402	fxaengine-net
udp	3402	fxaengine-net
tcp	3405	nokia-ann-ch1
udp	3405	nokia-ann-ch1
tcp	3406	nokia-ann-ch2
udp	3406	nokia-ann-ch2
tcp	3407	ldap-admin
udp	3407	ldap-admin
tcp	3408	BESApi
udp	3408	BESApi
tcp	3409	networklens
udp	3409	networklens
tcp	3410	networklenss
udp	3410	networklenss
tcp	3411	biolink-auth
udp	3411	biolink-auth
tcp	3412	xmlblaster
udp	3412	xmlblaster
tcp	3413	svnet
udp	3413	svnet
tcp	3414	wip-port
udp	3414	wip-port
tcp	3415	bcinameservice
udp	3415	bcinameservice
tcp	3416	commandport
udp	3416	commandport
tcp	3417	csvr
udp	3417	csvr
tcp	3418	rnmap
udp	3418	rnmap
tcp	3419	softaudit
udp	3419	softaudit
tcp	3420	ifcp-port
udp	3420	ifcp-port
tcp	3421	bmap
udp	3421	bmap
tcp	3422	rusb-sys-port
udp	3422	rusb-sys-port
tcp	3423	xtrm
udp	3423	xtrm
tcp	3424	xtrms
udp	3424	xtrms
tcp	3425	agps-port
udp	3425	agps-port
tcp	3426	arkivio
udp	3426	arkivio
tcp	3427	websphere-snmp
udp	3427	websphere-snmp
tcp	3428	twcss
udp	3428	twcss
tcp	3429	gcsp
udp	3429	gcsp
tcp	3430	ssdispatch
udp	3430	ssdispatch
tcp	3431	ndl-als
udp	3431	ndl-als
tcp	3432	osdcp
udp	3432	osdcp
tcp	3433	opnet-smp
udp	3433	opnet-smp
tcp	3434	opencm
udp	3434	opencm
tcp	3435	pacom
udp	3435	pacom
tcp	3436	gc-config
udp	3436	gc-config
tcp	3437	autocueds
udp	3437	autocueds
tcp	3438	spiral-admin
udp	3438	spiral-admin
tcp	3439	hri-port
udp	3439	hri-port
tcp	3440	ans-console
udp	3440	ans-console
tcp	3441	connect-client
udp	3441	connect-client
tcp	3442	connect-server
udp	3442	connect-server
tcp	3443	ov-nnm-websrv
udp	3443	ov-nnm-websrv
tcp	3444	denali-server
udp	3444	denali-server
tcp	3445	monp
udp	3445	monp
tcp	3446	3comfaxrpc
udp	3446	3comfaxrpc
tcp	3447	directnet
udp	3447	directnet
tcp	3448	dnc-port
udp	3448	dnc-port
tcp	3449	hotu-chat
udp	3449	hotu-chat
tcp	3450	castorproxy
udp	3450	castorproxy
tcp	3451	asam
udp	3451	asam
tcp	3452	sabp-signal
udp	3452	sabp-signal
tcp	3453	pscupd
udp	3453	pscupd
tcp	3454	mira
udp	3454	mira
tcp	3455	prsvp
udp	3455	prsvp
tcp	3456	vat
udp	3456	vat
tcp	3457	vat-control
udp	3457	vat-control
tcp	3458	d3winosfi
udp	3458	d3winosfi
tcp	3459	integral
udp	3459	integral
tcp	3460	edm-manager
udp	3460	edm-manager
tcp	3461	edm-stager
udp	3461	edm-stager
tcp	3462	edm-std-notify
udp	3462	edm-std-notify
tcp	3463	edm-adm-notify
udp	3463	edm-adm-notify
tcp	3464	edm-mgr-sync
udp	3464	edm-mgr-sync
tcp	3465	edm-mgr-cntrl
udp	3465	edm-mgr-cntrl
tcp	3466	workflow
udp	3466	workflow
tcp	3467	rcst
udp	3467	rcst
tcp	3468	ttcmremotectrl
udp	3468	ttcmremotectrl
tcp	3469	pluribus
udp	3469	pluribus
tcp	3470	jt400
udp	3470	jt400
tcp	3471	jt400-ssl
udp	3471	jt400-ssl
tcp	3472	jaugsremotec-1
udp	3472	jaugsremotec-1
tcp	3473	jaugsremotec-2
udp	3473	jaugsremotec-2
tcp	3474	ttntspauto
udp	3474	ttntspauto
tcp	3475	genisar-port
udp	3475	genisar-port
tcp	3476	nppmp
udp	3476	nppmp
tcp	3477	ecomm
udp	3477	ecomm
tcp	3478	stun
udp	3478	stun
tcp	3478	turn
udp	3478	turn
tcp	3478	stun-behavior
udp	3478	stun-behavior
tcp	3479	twrpc
udp	3479	twrpc
tcp	3480	plethora
udp	3480	plethora
tcp	3481	cleanerliverc
udp	3481	cleanerliverc
tcp	3482	vulture
udp	3482	vulture
tcp	3483	slim-devices
udp	3483	slim-devices
tcp	3484	gbs-stp
udp	3484	gbs-stp
tcp	3485	celatalk
udp	3485	celatalk
tcp	3486	ifsf-hb-port
udp	3486	ifsf-hb-port
tcp	3487	ltctcp
udp	3487	ltcudp
tcp	3488	fs-rh-srv
udp	3488	fs-rh-srv
tcp	3489	dtp-dia
udp	3489	dtp-dia
tcp	3490	colubris
udp	3490	colubris
tcp	3491	swr-port
udp	3491	swr-port
tcp	3492	tvdumtray-port
udp	3492	tvdumtray-port
tcp	3493	nut
udp	3493	nut
tcp	3494	ibm3494
udp	3494	ibm3494
tcp	3495	seclayer-tcp
udp	3495	seclayer-tcp
tcp	3496	seclayer-tls
udp	3496	seclayer-tls
tcp	3497	ipether232port
udp	3497	ipether232port
tcp	3498	dashpas-port
udp	3498	dashpas-port
tcp	3499	sccip-media
udp	3499	sccip-media
tcp	3500	rtmp-port
udp	3500	rtmp-port
tcp	3501	isoft-p2p
udp	3501	isoft-p2p
tcp	3502	avinstalldisc
udp	3502	avinstalldisc
tcp	3503	lsp-ping
udp	3503	lsp-ping
tcp	3504	ironstorm
udp	3504	ironstorm
tcp	3505	ccmcomm
udp	3505	ccmcomm
tcp	3506	apc-3506
udp	3506	apc-3506
tcp	3507	nesh-broker
udp	3507	nesh-broker
tcp	3508	interactionweb
udp	3508	interactionweb
tcp	3509	vt-ssl
udp	3509	vt-ssl
tcp	3510	xss-port
udp	3510	xss-port
tcp	3511	webmail-2
udp	3511	webmail-2
tcp	3512	aztec
udp	3512	aztec
tcp	3513	arcpd
udp	3513	arcpd
tcp	3514	must-p2p
udp	3514	must-p2p
tcp	3515	must-backplane
udp	3515	must-backplane
tcp	3516	smartcard-port
udp	3516	smartcard-port
tcp	3517	802-11-iapp
udp	3517	802-11-iapp
tcp	3518	artifact-msg
udp	3518	artifact-msg
tcp	3519	nvmsgd
udp	3519	galileo
tcp	3520	galileolog
udp	3520	galileolog
tcp	3521	mc3ss
udp	3521	mc3ss
tcp	3522	nssocketport
udp	3522	nssocketport
tcp	3523	odeumservlink
udp	3523	odeumservlink
tcp	3524	ecmport
udp	3524	ecmport
tcp	3525	eisport
udp	3525	eisport
tcp	3526	starquiz-port
udp	3526	starquiz-port
tcp	3527	beserver-msg-q
udp	3527	beserver-msg-q
tcp	3528	jboss-iiop
udp	3528	jboss-iiop
tcp	3529	jboss-iiop-ssl
udp	3529	jboss-iiop-ssl
tcp	3530	gf
udp	3530	gf
tcp	3531	joltid
udp	3531	joltid
tcp	3532	raven-rmp
udp	3532	raven-rmp
tcp	3533	raven-rdp
udp	3533	raven-rdp
tcp	3534	urld-port
udp	3534	urld-port
tcp	3535	ms-la
udp	3535	ms-la
tcp	3536	snac
udp	3536	snac
tcp	3537	ni-visa-remote
udp	3537	ni-visa-remote
tcp	3538	ibm-diradm
udp	3538	ibm-diradm
tcp	3539	ibm-diradm-ssl
udp	3539	ibm-diradm-ssl
tcp	3540	pnrp-port
udp	3540	pnrp-port
tcp	3541	voispeed-port
udp	3541	voispeed-port
tcp	3542	hacl-monitor
udp	3542	hacl-monitor
tcp	3543	qftest-lookup
udp	3543	qftest-lookup
tcp	3544	teredo
udp	3544	teredo
tcp	3545	camac
udp	3545	camac
tcp	3547	symantec-sim
udp	3547	symantec-sim
tcp	3548	interworld
udp	3548	interworld
tcp	3549	tellumat-nms
udp	3549	tellumat-nms
tcp	3550	ssmpp
udp	3550	ssmpp
tcp	3551	apcupsd
udp	3551	apcupsd
tcp	3552	taserver
udp	3552	taserver
tcp	3553	rbr-discovery
udp	3553	rbr-discovery
tcp	3554	questnotify
udp	3554	questnotify
tcp	3555	razor
udp	3555	razor
tcp	3556	sky-transport
udp	3556	sky-transport
tcp	3557	personalos-001
udp	3557	personalos-001
tcp	3558	mcp-port
udp	3558	mcp-port
tcp	3559	cctv-port
udp	3559	cctv-port
tcp	3560	iniserve-port
udp	3560	iniserve-port
tcp	3561	bmc-onekey
udp	3561	bmc-onekey
tcp	3562	sdbproxy
udp	3562	sdbproxy
tcp	3563	watcomdebug
udp	3563	watcomdebug
tcp	3564	esimport
udp	3564	esimport
tcp	3565	m2pa
tcp	3566	quest-data-hub
tcp	3567	dof-eps
udp	3567	dof-eps
tcp	3568	dof-tunnel-sec
udp	3568	dof-tunnel-sec
tcp	3569	mbg-ctrl
udp	3569	mbg-ctrl
tcp	3570	mccwebsvr-port
udp	3570	mccwebsvr-port
tcp	3571	megardsvr-port
udp	3571	megardsvr-port
tcp	3572	megaregsvrport
udp	3572	megaregsvrport
tcp	3573	tag-ups-1
udp	3573	tag-ups-1
tcp	3574	dmaf-server
udp	3574	dmaf-caster
tcp	3575	ccm-port
udp	3575	ccm-port
tcp	3576	cmc-port
udp	3576	cmc-port
tcp	3577	config-port
udp	3577	config-port
tcp	3578	data-port
udp	3578	data-port
tcp	3579	ttat3lb
udp	3579	ttat3lb
tcp	3580	nati-svrloc
udp	3580	nati-svrloc
tcp	3581	kfxaclicensing
udp	3581	kfxaclicensing
tcp	3582	press
udp	3582	press
tcp	3583	canex-watch
udp	3583	canex-watch
tcp	3584	u-dbap
udp	3584	u-dbap
tcp	3585	emprise-lls
udp	3585	emprise-lls
tcp	3586	emprise-lsc
udp	3586	emprise-lsc
tcp	3587	p2pgroup
udp	3587	p2pgroup
tcp	3588	sentinel
udp	3588	sentinel
tcp	3589	isomair
udp	3589	isomair
tcp	3590	wv-csp-sms
udp	3590	wv-csp-sms
tcp	3591	gtrack-server
udp	3591	gtrack-server
tcp	3592	gtrack-ne
udp	3592	gtrack-ne
tcp	3593	bpmd
udp	3593	bpmd
tcp	3594	mediaspace
udp	3594	mediaspace
tcp	3595	shareapp
udp	3595	shareapp
tcp	3596	iw-mmogame
udp	3596	iw-mmogame
tcp	3597	a14
udp	3597	a14
tcp	3598	a15
udp	3598	a15
tcp	3599	quasar-server
udp	3599	quasar-server
tcp	3600	trap-daemon
udp	3600	trap-daemon
tcp	3601	visinet-gui
udp	3601	visinet-gui
tcp	3602	infiniswitchcl
udp	3602	infiniswitchcl
tcp	3603	int-rcv-cntrl
udp	3603	int-rcv-cntrl
tcp	3604	bmc-jmx-port
udp	3604	bmc-jmx-port
tcp	3605	comcam-io
udp	3605	comcam-io
tcp	3606	splitlock
udp	3606	splitlock
tcp	3607	precise-i3
udp	3607	precise-i3
tcp	3608	trendchip-dcp
udp	3608	trendchip-dcp
tcp	3609	cpdi-pidas-cm
udp	3609	cpdi-pidas-cm
tcp	3610	echonet
udp	3610	echonet
tcp	3611	six-degrees
udp	3611	six-degrees
tcp	3612	hp-dataprotect
udp	3612	hp-dataprotect
tcp	3613	alaris-disc
udp	3613	alaris-disc
tcp	3614	sigma-port
udp	3614	sigma-port
tcp	3615	start-network
udp	3615	start-network
tcp	3616	cd3o-protocol
udp	3616	cd3o-protocol
tcp	3617	sharp-server
udp	3617	sharp-server
tcp	3618	aairnet-1
udp	3618	aairnet-1
tcp	3619	aairnet-2
udp	3619	aairnet-2
tcp	3620	ep-pcp
udp	3620	ep-pcp
tcp	3621	ep-nsp
udp	3621	ep-nsp
tcp	3622	ff-lr-port
udp	3622	ff-lr-port
tcp	3623	haipe-discover
udp	3623	haipe-discover
tcp	3624	dist-upgrade
udp	3624	dist-upgrade
tcp	3625	volley
udp	3625	volley
tcp	3626	bvcdaemon-port
udp	3626	bvcdaemon-port
tcp	3627	jamserverport
udp	3627	jamserverport
tcp	3628	ept-machine
udp	3628	ept-machine
tcp	3629	escvpnet
udp	3629	escvpnet
tcp	3630	cs-remote-db
udp	3630	cs-remote-db
tcp	3631	cs-services
udp	3631	cs-services
tcp	3632	distcc
udp	3632	distcc
tcp	3633	wacp
udp	3633	wacp
tcp	3634	hlibmgr
udp	3634	hlibmgr
tcp	3635	sdo
udp	3635	sdo
tcp	3636	servistaitsm
udp	3636	servistaitsm
tcp	3637	scservp
udp	3637	scservp
tcp	3638	ehp-backup
udp	3638	ehp-backup
tcp	3639	xap-ha
udp	3639	xap-ha
tcp	3640	netplay-port1
udp	3640	netplay-port1
tcp	3641	netplay-port2
udp	3641	netplay-port2
tcp	3642	juxml-port
udp	3642	juxml-port
tcp	3643	audiojuggler
udp	3643	audiojuggler
tcp	3644	ssowatch
udp	3644	ssowatch
tcp	3645	cyc
udp	3645	cyc
tcp	3646	xss-srv-port
udp	3646	xss-srv-port
tcp	3647	splitlock-gw
udp	3647	splitlock-gw
tcp	3648	fjcp
udp	3648	fjcp
tcp	3649	nmmp
udp	3649	nmmp
tcp	3650	prismiq-plugin
udp	3650	prismiq-plugin
tcp	3651	xrpc-registry
udp	3651	xrpc-registry
tcp	3652	vxcrnbuport
udp	3652	vxcrnbuport
tcp	3653	tsp
udp	3653	tsp
tcp	3654	vaprtm
udp	3654	vaprtm
tcp	3655	abatemgr
udp	3655	abatemgr
tcp	3656	abatjss
udp	3656	abatjss
tcp	3657	immedianet-bcn
udp	3657	immedianet-bcn
tcp	3658	ps-ams
udp	3658	ps-ams
tcp	3659	apple-sasl
udp	3659	apple-sasl
tcp	3660	can-nds-ssl
udp	3660	can-nds-ssl
tcp	3661	can-ferret-ssl
udp	3661	can-ferret-ssl
tcp	3662	pserver
udp	3662	pserver
tcp	3663	dtp
udp	3663	dtp
tcp	3664	ups-engine
udp	3664	ups-engine
tcp	3665	ent-engine
udp	3665	ent-engine
tcp	3666	eserver-pap
udp	3666	eserver-pap
tcp	3667	infoexch
udp	3667	infoexch
tcp	3668	dell-rm-port
udp	3668	dell-rm-port
tcp	3669	casanswmgmt
udp	3669	casanswmgmt
tcp	3670	smile
udp	3670	smile
tcp	3671	efcp
udp	3671	efcp
tcp	3672	lispworks-orb
udp	3672	lispworks-orb
tcp	3673	mediavault-gui
udp	3673	mediavault-gui
tcp	3674	wininstall-ipc
udp	3674	wininstall-ipc
tcp	3675	calltrax
udp	3675	calltrax
tcp	3676	va-pacbase
udp	3676	va-pacbase
tcp	3677	roverlog
udp	3677	roverlog
tcp	3678	ipr-dglt
udp	3678	ipr-dglt
tcp	3679	Escale (Newton Dock)
udp	3679	Escale (Newton Dock)
tcp	3680	npds-tracker
udp	3680	npds-tracker
tcp	3681	bts-x73
udp	3681	bts-x73
tcp	3682	cas-mapi
udp	3682	cas-mapi
tcp	3683	bmc-ea
udp	3683	bmc-ea
tcp	3684	faxstfx-port
udp	3684	faxstfx-port
tcp	3685	dsx-agent
udp	3685	dsx-agent
tcp	3686	tnmpv2
udp	3686	tnmpv2
tcp	3687	simple-push
udp	3687	simple-push
tcp	3688	simple-push-s
udp	3688	simple-push-s
tcp	3689	daap
udp	3689	daap
tcp	3690	svn
udp	3690	svn
tcp	3691	magaya-network
udp	3691	magaya-network
tcp	3692	intelsync
udp	3692	intelsync
tcp	3693	easl
tcp	3695	bmc-data-coll
udp	3695	bmc-data-coll
tcp	3696	telnetcpcd
udp	3696	telnetcpcd
tcp	3697	nw-license
udp	3697	nw-license
tcp	3698	sagectlpanel
udp	3698	sagectlpanel
tcp	3699	kpn-icw
udp	3699	kpn-icw
tcp	3700	lrs-paging
udp	3700	lrs-paging
tcp	3701	netcelera
udp	3701	netcelera
tcp	3702	ws-discovery
udp	3702	ws-discovery
tcp	3703	adobeserver-3
udp	3703	adobeserver-3
tcp	3704	adobeserver-4
udp	3704	adobeserver-4
tcp	3705	adobeserver-5
udp	3705	adobeserver-5
tcp	3706	rt-event
udp	3706	rt-event
tcp	3707	rt-event-s
udp	3707	rt-event-s
tcp	3708	sun-as-iiops
udp	3708	sun-as-iiops
tcp	3709	ca-idms
udp	3709	ca-idms
tcp	3710	portgate-auth
udp	3710	portgate-auth
tcp	3711	edb-server2
udp	3711	edb-server2
tcp	3712	sentinel-ent
udp	3712	sentinel-ent
tcp	3713	tftps
udp	3713	tftps
tcp	3714	delos-dms
udp	3714	delos-dms
tcp	3715	anoto-rendezv
udp	3715	anoto-rendezv
tcp	3716	wv-csp-sms-cir
udp	3716	wv-csp-sms-cir
tcp	3717	wv-csp-udp-cir
udp	3717	wv-csp-udp-cir
tcp	3718	opus-services
udp	3718	opus-services
tcp	3719	itelserverport
udp	3719	itelserverport
tcp	3720	ufastro-instr
udp	3720	ufastro-instr
tcp	3721	xsync
udp	3721	xsync
tcp	3722	xserveraid
udp	3722	xserveraid
tcp	3723	sychrond
udp	3723	sychrond
